1/1/2018,Channel C,,,,,,,,1,,Q1,0,1,2018,bw1,na
1/1/2018,Channel D,,,,,,,,1,,Q1,0,1,2018,bw1,na
1/1/2018,Channel B,,,,,,,,1,,Q1,0,1,2018,bw1,na
1/1/2018,Channel A,,,,,,,,1,,Q1,0,1,2018,bw1,na
1/2/2018,Channel A,,,,,,,,1,,Q1,1,1,2018,bw1,na
1/2/2018,Channel B,,,,,,,,1,,Q1,1,1,2018,bw1,na
1/2/2018,Channel C,,,,,,,,1,,Q1,1,1,2018,bw1,na
1/2/2018,Channel D,,,,,,,,1,,Q1,1,1,2018,bw1,na
1/3/2018,Channel A,,,,,,,,1,,Q1,2,1,2018,bw1,na
1/3/2018,Channel B,,,,,,,,1,,Q1,2,1,2018,bw1,na
1/3/2018,Channel C,,,,,,,,1,,Q1,2,1,2018,bw1,na
1/3/2018,Channel D,,,,,,,,1,,Q1,2,1,2018,bw1,na
1/4/2018,Channel D,,,,,,,,1,,Q1,3,1,2018,bw1,na
1/4/2018,Channel A,,,,,,,,1,,Q1,3,1,2018,bw1,na
1/4/2018,Channel B,,,,,,,,1,,Q1,3,1,2018,bw1,na
1/4/2018,Channel C,,,,,,,,1,,Q1,3,1,2018,bw1,na
1/5/2018,Channel D,,,,,,,,1,,Q1,4,1,2018,bw1,na
1/5/2018,Channel C,,,,,,,,1,,Q1,4,1,2018,bw1,na
1/5/2018,Channel A,,,,,,,,1,,Q1,4,1,2018,bw1,na
1/5/2018,Channel B,,,,,,,,1,,Q1,4,1,2018,bw1,na
1/6/2018,Channel A,,,,,,,,1,,Q1,5,1,2018,bw1,na
1/6/2018,Channel B,,,,,,,,1,,Q1,5,1,2018,bw1,na
1/6/2018,Channel C,,,,,,,,1,,Q1,5,1,2018,bw1,na
1/6/2018,Channel D,,,,,,,,1,,Q1,5,1,2018,bw1,na
1/7/2018,Channel D,,,,,,,,1,,Q1,6,1,2018,bw1,na
1/7/2018,Channel A,,,,,,,,1,,Q1,6,1,2018,bw1,na
1/7/2018,Channel B,,,,,,,,1,,Q1,6,1,2018,bw1,na
1/7/2018,Channel C,,,,,,,,1,,Q1,6,1,2018,bw1,na
1/8/2018,Channel C,,,,,,,,1,,Q1,0,2,2018,bw1,na
1/8/2018,Channel D,,,,,,,,1,,Q1,0,2,2018,bw1,na
1/8/2018,Channel A,,,,,,,,1,,Q1,0,2,2018,bw1,na
1/8/2018,Channel B,,,,,,,,1,,Q1,0,2,2018,bw1,na
1/9/2018,Channel D,,,,,,,,1,,Q1,1,2,2018,bw1,na
1/9/2018,Channel C,,,,,,,,1,,Q1,1,2,2018,bw1,na
1/9/2018,Channel A,,,,,,,,1,,Q1,1,2,2018,bw1,na
1/9/2018,Channel B,,,,,,,,1,,Q1,1,2,2018,bw1,na
1/10/2018,Channel A,,,,,,,,1,,Q1,2,2,2018,bw1,na
1/10/2018,Channel B,,,,,,,,1,,Q1,2,2,2018,bw1,na
1/10/2018,Channel C,,,,,,,,1,,Q1,2,2,2018,bw1,na
1/10/2018,Channel D,,,,,,,,1,,Q1,2,2,2018,bw1,na
1/11/2018,Channel A,,,,,,,,1,,Q1,3,2,2018,bw1,na
1/11/2018,Channel B,,,,,,,,1,,Q1,3,2,2018,bw1,na
1/11/2018,Channel C,,,,,,,,1,,Q1,3,2,2018,bw1,na
1/11/2018,Channel D,,,,,,,,1,,Q1,3,2,2018,bw1,na
1/12/2018,Channel D,,,,,,,,1,,Q1,4,2,2018,bw1,na
1/12/2018,Channel C,,,,,,,,1,,Q1,4,2,2018,bw1,na
1/12/2018,Channel B,,,,,,,,1,,Q1,4,2,2018,bw1,na
1/12/2018,Channel A,,,,,,,,1,,Q1,4,2,2018,bw1,na
1/13/2018,Channel A,,,,,,,,1,,Q1,5,2,2018,bw1,na
1/13/2018,Channel B,,,,,,,,1,,Q1,5,2,2018,bw1,na
1/13/2018,Channel C,,,,,,,,1,,Q1,5,2,2018,bw1,na
1/13/2018,Channel D,,,,,,,,1,,Q1,5,2,2018,bw1,na
1/14/2018,Channel A,,,,,,,,1,,Q1,6,2,2018,bw1,na
1/14/2018,Channel B,,,,,,,,1,,Q1,6,2,2018,bw1,na
1/14/2018,Channel C,,,,,,,,1,,Q1,6,2,2018,bw1,na
1/14/2018,Channel D,,,,,,,,1,,Q1,6,2,2018,bw1,na
1/15/2018,Channel B,,,,,,,,1,,Q1,0,3,2018,bw2,na
1/15/2018,Channel C,,,,,,,,1,,Q1,0,3,2018,bw2,na
1/15/2018,Channel A,,,,,,,,1,,Q1,0,3,2018,bw2,na
1/15/2018,Channel D,,,,,,,,1,,Q1,0,3,2018,bw2,na
1/16/2018,Channel D,,,,,,,,1,,Q1,1,3,2018,bw2,na
1/16/2018,Channel C,,,,,,,,1,,Q1,1,3,2018,bw2,na
1/16/2018,Channel A,,,,,,,,1,,Q1,1,3,2018,bw2,na
1/16/2018,Channel B,,,,,,,,1,,Q1,1,3,2018,bw2,na
1/17/2018,Channel A,,,,,,,,1,,Q1,2,3,2018,bw2,na
1/17/2018,Channel B,,,,,,,,1,,Q1,2,3,2018,bw2,na
1/17/2018,Channel C,,,,,,,,1,,Q1,2,3,2018,bw2,na
1/17/2018,Channel D,,,,,,,,1,,Q1,2,3,2018,bw2,na
1/18/2018,Channel A,,,,,,,,1,,Q1,3,3,2018,bw2,na
1/18/2018,Channel B,,,,,,,,1,,Q1,3,3,2018,bw2,na
1/18/2018,Channel C,,,,,,,,1,,Q1,3,3,2018,bw2,na
1/18/2018,Channel D,,,,,,,,1,,Q1,3,3,2018,bw2,na
1/19/2018,Channel A,,,,,,,,1,,Q1,4,3,2018,bw2,na
1/19/2018,Channel B,,,,,,,,1,,Q1,4,3,2018,bw2,na
1/19/2018,Channel C,,,,,,,,1,,Q1,4,3,2018,bw2,na
1/19/2018,Channel D,,,,,,,,1,,Q1,4,3,2018,bw2,na
1/20/2018,Channel D,,,,,,,,1,,Q1,5,3,2018,bw2,na
1/20/2018,Channel C,,,,,,,,1,,Q1,5,3,2018,bw2,na
1/20/2018,Channel A,,,,,,,,1,,Q1,5,3,2018,bw2,na
1/20/2018,Channel B,,,,,,,,1,,Q1,5,3,2018,bw2,na
1/21/2018,Channel A,,,,,,,,1,,Q1,6,3,2018,bw2,na
1/21/2018,Channel B,,,,,,,,1,,Q1,6,3,2018,bw2,na
1/21/2018,Channel C,,,,,,,,1,,Q1,6,3,2018,bw2,na
1/21/2018,Channel D,,,,,,,,1,,Q1,6,3,2018,bw2,na
1/22/2018,Channel A,,,,,,,,1,,Q1,0,4,2018,bw2,na
1/22/2018,Channel B,,,,,,,,1,,Q1,0,4,2018,bw2,na
1/22/2018,Channel C,,,,,,,,1,,Q1,0,4,2018,bw2,na
1/22/2018,Channel D,,,,,,,,1,,Q1,0,4,2018,bw2,na
1/23/2018,Channel A,,,,,,,,1,,Q1,1,4,2018,bw2,na
1/23/2018,Channel B,,,,,,,,1,,Q1,1,4,2018,bw2,na
1/23/2018,Channel C,,,,,,,,1,,Q1,1,4,2018,bw2,na
1/23/2018,Channel D,,,,,,,,1,,Q1,1,4,2018,bw2,na
1/24/2018,Channel D,,,,,,,,1,,Q1,2,4,2018,bw2,na
1/24/2018,Channel C,,,,,,,,1,,Q1,2,4,2018,bw2,na
1/24/2018,Channel A,,,,,,,,1,,Q1,2,4,2018,bw2,na
1/24/2018,Channel B,,,,,,,,1,,Q1,2,4,2018,bw2,na
1/25/2018,Channel A,,,,,,,,1,,Q1,3,4,2018,bw2,na
1/25/2018,Channel B,,,,,,,,1,,Q1,3,4,2018,bw2,na
1/25/2018,Channel C,,,,,,,,1,,Q1,3,4,2018,bw2,na
1/25/2018,Channel D,,,,,,,,1,,Q1,3,4,2018,bw2,na
1/26/2018,Channel A,,,,,,,,1,,Q1,4,4,2018,bw2,na
1/26/2018,Channel B,,,,,,,,1,,Q1,4,4,2018,bw2,na
1/26/2018,Channel C,,,,,,,,1,,Q1,4,4,2018,bw2,na
1/26/2018,Channel D,,,,,,,,1,,Q1,4,4,2018,bw2,na
1/27/2018,Channel B,,,,,,,,1,,Q1,5,4,2018,bw2,na
1/27/2018,Channel A,,,,,,,,1,,Q1,5,4,2018,bw2,na
1/27/2018,Channel C,,,,,,,,1,,Q1,5,4,2018,bw2,na
1/27/2018,Channel D,,,,,,,,1,,Q1,5,4,2018,bw2,na
1/28/2018,Channel D,,,,,,,,1,,Q1,6,4,2018,bw2,na
1/28/2018,Channel C,,,,,,,,1,,Q1,6,4,2018,bw2,na
1/28/2018,Channel A,,,,,,,,1,,Q1,6,4,2018,bw2,na
1/28/2018,Channel B,,,,,,,,1,,Q1,6,4,2018,bw2,na
1/29/2018,Channel D,,,,,,,,1,,Q1,0,5,2018,bw3,na
1/29/2018,Channel A,,,,,,,,1,,Q1,0,5,2018,bw3,na
1/29/2018,Channel B,,,,,,,,1,,Q1,0,5,2018,bw3,na
1/29/2018,Channel C,,,,,,,,1,,Q1,0,5,2018,bw3,na
1/30/2018,Channel C,,,,,,,,1,,Q1,1,5,2018,bw3,na
1/30/2018,Channel D,,,,,,,,1,,Q1,1,5,2018,bw3,na
1/30/2018,Channel A,,,,,,,,1,,Q1,1,5,2018,bw3,na
1/30/2018,Channel B,,,,,,,,1,,Q1,1,5,2018,bw3,na
1/31/2018,Channel D,,,,,,,,1,,Q1,2,5,2018,bw3,na
1/31/2018,Channel C,,,,,,,,1,,Q1,2,5,2018,bw3,na
1/31/2018,Channel B,,,,,,,,1,,Q1,2,5,2018,bw3,na
1/31/2018,Channel A,,,,,,,,1,,Q1,2,5,2018,bw3,na
2/1/2018,Channel A,,,,,,,,2,,Q1,3,5,2018,bw3,na
2/1/2018,Channel B,,,,,,,,2,,Q1,3,5,2018,bw3,na
2/1/2018,Channel C,,,,,,,,2,,Q1,3,5,2018,bw3,na
2/1/2018,Channel D,,,,,,,,2,,Q1,3,5,2018,bw3,na
2/2/2018,Channel A,,,,,,,,2,,Q1,4,5,2018,bw3,na
2/2/2018,Channel B,,,,,,,,2,,Q1,4,5,2018,bw3,na
2/2/2018,Channel C,,,,,,,,2,,Q1,4,5,2018,bw3,na
2/2/2018,Channel D,,,,,,,,2,,Q1,4,5,2018,bw3,na
2/3/2018,Channel A,,,,,,,,2,,Q1,5,5,2018,bw3,na
2/3/2018,Channel B,,,,,,,,2,,Q1,5,5,2018,bw3,na
2/3/2018,Channel C,,,,,,,,2,,Q1,5,5,2018,bw3,na
2/3/2018,Channel D,,,,,,,,2,,Q1,5,5,2018,bw3,na
2/4/2018,Channel D,,,,,,,,2,,Q1,6,5,2018,bw3,na
2/4/2018,Channel C,,,,,,,,2,,Q1,6,5,2018,bw3,na
2/4/2018,Channel A,,,,,,,,2,,Q1,6,5,2018,bw3,na
2/4/2018,Channel B,,,,,,,,2,,Q1,6,5,2018,bw3,na
2/5/2018,Channel A,,,,,,,,2,,Q1,0,6,2018,bw3,na
2/5/2018,Channel B,,,,,,,,2,,Q1,0,6,2018,bw3,na
2/5/2018,Channel C,,,,,,,,2,,Q1,0,6,2018,bw3,na
2/5/2018,Channel D,,,,,,,,2,,Q1,0,6,2018,bw3,na
2/6/2018,Channel A,,,,,,,,2,,Q1,1,6,2018,bw3,na
2/6/2018,Channel B,,,,,,,,2,,Q1,1,6,2018,bw3,na
2/6/2018,Channel C,,,,,,,,2,,Q1,1,6,2018,bw3,na
2/6/2018,Channel D,,,,,,,,2,,Q1,1,6,2018,bw3,na
2/7/2018,Channel C,,,,,,,,2,,Q1,2,6,2018,bw3,na
2/7/2018,Channel D,,,,,,,,2,,Q1,2,6,2018,bw3,na
2/7/2018,Channel B,,,,,,,,2,,Q1,2,6,2018,bw3,na
2/7/2018,Channel A,,,,,,,,2,,Q1,2,6,2018,bw3,na
2/8/2018,Channel A,,,,,,,,2,,Q1,3,6,2018,bw3,na
2/8/2018,Channel B,,,,,,,,2,,Q1,3,6,2018,bw3,na
2/8/2018,Channel C,,,,,,,,2,,Q1,3,6,2018,bw3,na
2/8/2018,Channel D,,,,,,,,2,,Q1,3,6,2018,bw3,na
2/9/2018,Channel D,,,,,,,,2,,Q1,4,6,2018,bw3,na
2/9/2018,Channel A,,,,,,,,2,,Q1,4,6,2018,bw3,na
2/9/2018,Channel B,,,,,,,,2,,Q1,4,6,2018,bw3,na
2/9/2018,Channel C,,,,,,,,2,,Q1,4,6,2018,bw3,na
2/10/2018,Channel D,,,,,,,,2,,Q1,5,6,2018,bw3,na
2/10/2018,Channel C,,,,,,,,2,,Q1,5,6,2018,bw3,na
2/10/2018,Channel B,,,,,,,,2,,Q1,5,6,2018,bw3,na
2/10/2018,Channel A,,,,,,,,2,,Q1,5,6,2018,bw3,na
2/11/2018,Channel D,,,,,,,,2,,Q1,6,6,2018,bw3,na
2/11/2018,Channel A,,,,,,,,2,,Q1,6,6,2018,bw3,na
2/11/2018,Channel B,,,,,,,,2,,Q1,6,6,2018,bw3,na
2/11/2018,Channel C,,,,,,,,2,,Q1,6,6,2018,bw3,na
2/12/2018,Channel C,,,,,,,,2,,Q1,0,7,2018,bw4,na
2/12/2018,Channel D,,,,,,,,2,,Q1,0,7,2018,bw4,na
2/12/2018,Channel A,,,,,,,,2,,Q1,0,7,2018,bw4,na
2/12/2018,Channel B,,,,,,,,2,,Q1,0,7,2018,bw4,na
2/13/2018,Channel C,,,,,,,,2,,Q1,1,7,2018,bw4,na
2/13/2018,Channel D,,,,,,,,2,,Q1,1,7,2018,bw4,na
2/13/2018,Channel A,,,,,,,,2,,Q1,1,7,2018,bw4,na
2/13/2018,Channel B,,,,,,,,2,,Q1,1,7,2018,bw4,na
2/14/2018,Channel B,,,,,,,,2,,Q1,2,7,2018,bw4,na
2/14/2018,Channel C,,,,,,,,2,,Q1,2,7,2018,bw4,na
2/14/2018,Channel A,,,,,,,,2,,Q1,2,7,2018,bw4,na
2/14/2018,Channel D,,,,,,,,2,,Q1,2,7,2018,bw4,na
