Date,Channel,Sessions,Transactions,Conversion Rate,AOV,Revenue,CPA,Cost,Month,day,Quarters,Day,Week,Year,BiWeek,Holiday
1/31/2016,Channel B,256,33,0.129032258,62.31,2056,25,514,1,6,Q1,6,4,2016,bw2,14 day prior Valentine
1/31/2016,Channel D,5346,712,0.133171695,68.94,49085,11,5399,1,6,Q1,6,4,2016,bw2,14 day prior Valentine
1/31/2016,Channel A,3281,715,0.217913069,65.49,46825,9,4214,1,6,Q1,6,4,2016,bw2,14 day prior Valentine
1/31/2016,Channel C,3267,461,0.141114214,63.54,29292,9,2636,1,6,Q1,6,4,2016,bw2,14 day prior Valentine
2/1/2016,Channel A,1863,371,0.19917547,62.1,23039,9,2074,2,0,Q1,0,5,2016,bw3,13 day prior Valentine
2/1/2016,Channel B,201,21,0.104513064,48.51,1019,22,224,2,0,Q1,0,5,2016,bw3,13 day prior Valentine
2/1/2016,Channel C,1726,234,0.13554133,60.21,14089,8,1127,2,0,Q1,0,5,2016,bw3,13 day prior Valentine
2/1/2016,Channel D,2717,289,0.106386733,67.32,19455,15,2918,2,0,Q1,0,5,2016,bw3,13 day prior Valentine
2/2/2016,Channel B,267,29,0.108499096,59.28,1719,20,344,2,1,Q1,1,5,2016,bw3,12 day prior Valentine
2/2/2016,Channel D,3050,369,0.120988043,65.39,24129,10,2413,2,1,Q1,1,5,2016,bw3,12 day prior Valentine
2/2/2016,Channel A,2206,480,0.217552265,62.11,29813,9,2683,2,1,Q1,1,5,2016,bw3,12 day prior Valentine
2/2/2016,Channel C,1709,273,0.159696885,63.61,17366,6,1042,2,1,Q1,1,5,2016,bw3,12 day prior Valentine
2/3/2016,Channel B,618,55,0.088940449,63.04,3467,34,1179,2,2,Q1,2,5,2016,bw3,11 day prior Valentine
2/3/2016,Channel A,5251,1063,0.202450622,64.39,68447,6,4107,2,2,Q1,2,5,2016,bw3,11 day prior Valentine
2/3/2016,Channel C,13332,936,0.070204493,64.96,60803,8,4864,2,2,Q1,2,5,2016,bw3,11 day prior Valentine
2/3/2016,Channel D,7611,957,0.125740951,68.64,65688,12,7883,2,2,Q1,2,5,2016,bw3,11 day prior Valentine
2/4/2016,Channel C,7143,893,0.125016803,63.06,56313,9,5068,2,3,Q1,3,5,2016,bw3,10 day prior Valentine
2/4/2016,Channel D,7642,983,0.128627057,67.36,66215,14,9270,2,3,Q1,3,5,2016,bw3,10 day prior Valentine
2/4/2016,Channel B,1144,123,0.107531381,61.58,7574,24,1818,2,3,Q1,3,5,2016,bw3,10 day prior Valentine
2/4/2016,Channel A,5127,1044,0.203630919,66.49,69416,10,6942,2,3,Q1,3,5,2016,bw3,10 day prior Valentine
2/5/2016,Channel B,1196,110,0.091967871,63.21,6953,21,1460,2,4,Q1,4,5,2016,bw3,9 day prior Valentine
2/5/2016,Channel A,5233,1062,0.202954399,65.03,69062,10,6906,2,4,Q1,4,5,2016,bw3,9 day prior Valentine
2/5/2016,Channel D,8361,1119,0.133834759,67.17,75163,12,9020,2,4,Q1,4,5,2016,bw3,9 day prior Valentine
2/5/2016,Channel C,6656,1053,0.158205942,64.57,67992,6,4080,2,4,Q1,4,5,2016,bw3,9 day prior Valentine
2/6/2016,Channel B,14343,1313,0.091544819,60.41,79318,15,11898,2,5,Q1,5,5,2016,bw3,8 day prior Valentine
2/6/2016,Channel A,5584,1101,0.197180677,64.41,70915,3,2127,2,5,Q1,5,5,2016,bw3,8 day prior Valentine
2/6/2016,Channel D,8627,1113,0.129012517,68.35,76074,19,14454,2,5,Q1,5,5,2016,bw3,8 day prior Valentine
2/6/2016,Channel C,7303,1030,0.141044187,65.4,67362,5,3368,2,5,Q1,5,5,2016,bw3,8 day prior Valentine
2/7/2016,Channel B,3878,535,0.137960901,62.03,33186,19,6305,2,6,Q1,6,5,2016,bw3,7 day prior Valentine
2/7/2016,Channel D,7699,1003,0.130277518,65.67,65867,20,13173,2,6,Q1,6,5,2016,bw3,7 day prior Valentine
2/7/2016,Channel A,4824,1015,0.210390127,65.25,66229,6,3974,2,6,Q1,6,5,2016,bw3,7 day prior Valentine
2/7/2016,Channel C,6605,1032,0.156234097,63.46,65491,9,5894,2,6,Q1,6,5,2016,bw3,7 day prior Valentine
2/8/2016,Channel B,2515,341,0.135609384,60.43,20607,24,4946,2,0,Q1,0,6,2016,bw3,6 day prior Valentine
2/8/2016,Channel A,2714,562,0.207079646,64.97,36513,4,1461,2,0,Q1,0,6,2016,bw3,6 day prior Valentine
2/8/2016,Channel C,3180,551,0.173283019,65.03,35832,8,2867,2,0,Q1,0,6,2016,bw3,6 day prior Valentine
2/8/2016,Channel D,4058,485,0.119503546,68.18,33067,18,5952,2,0,Q1,0,6,2016,bw3,6 day prior Valentine
2/9/2016,Channel B,1563,265,0.16953317,62.22,16488,24,3957,2,1,Q1,1,6,2016,bw3,5 day prior Valentine
2/9/2016,Channel C,3997,793,0.198390777,64.05,50792,12,6095,2,1,Q1,1,6,2016,bw3,5 day prior Valentine
2/9/2016,Channel D,3992,532,0.133269185,69.32,36878,13,4794,2,1,Q1,1,6,2016,bw3,5 day prior Valentine
2/9/2016,Channel A,2716,579,0.213187202,64.37,37270,3,1118,2,1,Q1,1,6,2016,bw3,5 day prior Valentine
2/10/2016,Channel B,7863,1028,0.130732124,64.23,66028,18,11885,2,2,Q1,2,6,2016,bw3,4 day prior Valentine
2/10/2016,Channel A,8411,1663,0.197716895,65.62,109126,4,4365,2,2,Q1,2,6,2016,bw3,4 day prior Valentine
2/10/2016,Channel C,8892,1653,0.185907127,66.36,109693,7,7679,2,2,Q1,2,6,2016,bw3,4 day prior Valentine
2/10/2016,Channel D,12283,1885,0.153458382,69.67,131328,18,23639,2,2,Q1,2,6,2016,bw3,4 day prior Valentine
2/11/2016,Channel A,14657,2584,0.176320588,83.54,215895,6,12954,2,,Q1,3,6,2016,bw3,3 day prior Valentine
2/11/2016,Channel B,6669,921,0.138123257,80.07,73756,26,19177,2,,Q1,3,6,2016,bw3,3 day prior Valentine
2/11/2016,Channel C,16777,2497,0.148839041,83.35,208131,11,22894,2,,Q1,3,6,2016,bw3,3 day prior Valentine
2/11/2016,Channel D,20076,2559,0.127456397,85.88,219751,10,21975,2,,Q1,3,6,2016,bw3,3 day prior Valentine
2/12/2016,Channel D,22749,2970,0.130542562,88.42,262582,17,44639,2,,Q1,4,6,2016,bw3,2 day prior Valentine
2/12/2016,Channel C,19536,2810,0.14383915,81.66,229468,9,20652,2,,Q1,4,6,2016,bw3,2 day prior Valentine
2/12/2016,Channel B,4855,811,0.16699589,80.91,65599,22,14432,2,,Q1,4,6,2016,bw3,2 day prior Valentine
2/12/2016,Channel A,14628,2724,0.186184249,83.01,226078,9,20347,2,,Q1,4,6,2016,bw3,2 day prior Valentine
2/13/2016,Channel D,25800,3188,0.123557155,91.04,290215,18,52239,2,,Q1,5,6,2016,bw3,1 day prior Valentine
2/13/2016,Channel C,19801,2726,0.137671512,81.51,222199,12,26664,2,,Q1,5,6,2016,bw3,1 day prior Valentine
2/13/2016,Channel B,5805,767,0.132127355,85.18,65333,34,22213,2,,Q1,5,6,2016,bw3,1 day prior Valentine
2/13/2016,Channel A,14234,2489,0.174849506,86.4,215033,7,15052,2,,Q1,5,6,2016,bw3,1 day prior Valentine
2/14/2016,Channel A,13349,2191,0.164139127,91.84,201230,7,14086,2,,Q1,6,6,2016,bw3,0 day prior Valentine
2/14/2016,Channel B,4465,503,0.11256249,86.05,43248,22,9515,2,,Q1,6,6,2016,bw3,0 day prior Valentine
2/14/2016,Channel D,28463,2873,0.100928705,98.73,283625,12,34035,2,,Q1,6,6,2016,bw3,0 day prior Valentine
2/14/2016,Channel C,14847,2032,0.136879839,93.97,190971,5,9549,2,,Q1,6,6,2016,bw3,0 day prior Valentine
1/31/2017,Channel B,3411,386,0.113163295,70.72,27298,24,6552,1,,Q1,1,5,2017,bw3,14 day prior Valentine
1/31/2017,Channel A,6188,1288,0.208144796,64.34,82870,9,7458,1,,Q1,1,5,2017,bw3,14 day prior Valentine
1/31/2017,Channel D,11072,1188,0.107297688,66.59,79109,20,15822,1,,Q1,1,5,2017,bw3,14 day prior Valentine
1/31/2017,Channel C,12210,1191,0.097542998,63.46,75581,11,8314,1,,Q1,1,5,2017,bw3,14 day prior Valentine
2/1/2017,Channel D,12564,1365,0.108643744,67.72,92438,14,12941,2,,Q1,2,5,2017,bw3,13 day prior Valentine
2/1/2017,Channel C,35713,1775,0.049701789,63.93,113476,10,11348,2,,Q1,2,5,2017,bw3,13 day prior Valentine
2/1/2017,Channel B,8506,644,0.075711263,70.02,45093,28,12626,2,,Q1,2,5,2017,bw3,13 day prior Valentine
2/1/2017,Channel A,7163,1425,0.198938992,63.78,90886,10,9089,2,,Q1,2,5,2017,bw3,13 day prior Valentine
2/2/2017,Channel A,7514,1572,0.209209476,64.52,101425,4,4057,2,,Q1,3,5,2017,bw3,12 day prior Valentine
2/2/2017,Channel D,13165,1463,0.111127991,67.9,99338,10,9934,2,,Q1,3,5,2017,bw3,12 day prior Valentine
2/2/2017,Channel C,16536,2044,0.123609095,66.68,136294,7,9541,2,,Q1,3,5,2017,bw3,12 day prior Valentine
2/2/2017,Channel B,5928,576,0.097165992,73.6,42394,29,12294,2,,Q1,3,5,2017,bw3,12 day prior Valentine
2/3/2017,Channel D,12240,1422,0.116176471,68.37,97222,12,11667,2,,Q1,4,5,2017,bw3,11 day prior Valentine
2/3/2017,Channel C,16320,1602,0.098161765,63.43,101615,6,6097,2,,Q1,4,5,2017,bw3,11 day prior Valentine
2/3/2017,Channel B,4453,528,0.118571749,70.64,37298,30,11189,2,,Q1,4,5,2017,bw3,11 day prior Valentine
2/3/2017,Channel A,7890,1479,0.187452471,63.72,94242,7,6597,2,,Q1,4,5,2017,bw3,11 day prior Valentine
2/4/2017,Channel C,9458,893,0.094417424,64.53,57625,7,4034,2,,Q1,5,5,2017,bw3,10 day prior Valentine
2/4/2017,Channel B,2740,295,0.107664234,68.19,20116,33,6638,2,,Q1,5,5,2017,bw3,10 day prior Valentine
2/4/2017,Channel A,4982,815,0.16358892,63.65,51875,6,3112,2,,Q1,5,5,2017,bw3,10 day prior Valentine
2/4/2017,Channel D,7767,675,0.086906141,70.56,47628,18,8573,2,,Q1,5,5,2017,bw3,10 day prior Valentine
2/5/2017,Channel A,4688,756,0.161262799,62.9,47552,8,3804,2,,Q1,6,5,2017,bw3,9 day prior Valentine
2/5/2017,Channel B,2483,269,0.108336689,67.07,18042,30,5413,2,,Q1,6,5,2017,bw3,9 day prior Valentine
2/5/2017,Channel C,13290,1236,0.093002257,63.36,78313,6,4699,2,,Q1,6,5,2017,bw3,9 day prior Valentine
2/5/2017,Channel D,7727,669,0.086579526,68.57,45873,20,9175,2,,Q1,6,5,2017,bw3,9 day prior Valentine
2/6/2017,Channel D,16625,1853,0.111458647,68.53,126986,13,16508,2,,Q1,0,6,2017,bw3,8 day prior Valentine
2/6/2017,Channel C,17919,1717,0.095820079,64.84,111330,8,8906,2,,Q1,0,6,2017,bw3,8 day prior Valentine
2/6/2017,Channel B,22791,1898,0.083278487,66.73,126654,30,37996,2,,Q1,0,6,2017,bw3,8 day prior Valentine
2/6/2017,Channel A,13699,1747,0.127527557,65.17,113852,7,7970,2,,Q1,0,6,2017,bw3,8 day prior Valentine
2/7/2017,Channel D,27467,2645,0.096297375,65.33,172798,17,29376,2,,Q1,1,6,2017,bw3,7 day prior Valentine
2/7/2017,Channel C,18704,2075,0.110938837,62.75,130206,10,13021,2,,Q1,1,6,2017,bw3,7 day prior Valentine
2/7/2017,Channel B,58932,3430,0.058202674,61.57,211185,24,50684,2,,Q1,1,6,2017,bw3,7 day prior Valentine
2/7/2017,Channel A,18600,2600,0.139784946,64.56,167856,4,6714,2,,Q1,1,6,2017,bw3,7 day prior Valentine
2/8/2017,Channel B,25395,1791,0.070525694,65.56,117418,24,28180,2,,Q1,2,6,2017,bw3,6 day prior Valentine
2/8/2017,Channel D,21931,2542,0.115908987,66.94,170161,16,27226,2,,Q1,2,6,2017,bw3,6 day prior Valentine
2/8/2017,Channel C,18305,2218,0.121169079,66.87,148318,6,8899,2,,Q1,2,6,2017,bw3,6 day prior Valentine
2/8/2017,Channel A,16423,2487,0.151433965,64.42,160213,6,9613,2,,Q1,2,6,2017,bw3,6 day prior Valentine
2/9/2017,Channel C,22502,2667,0.118522798,64.8,172822,12,20739,2,,Q1,3,6,2017,bw3,5 day prior Valentine
2/9/2017,Channel B,29862,2182,0.073069453,66.86,145889,20,29178,2,,Q1,3,6,2017,bw3,5 day prior Valentine
2/9/2017,Channel A,16308,2508,0.153789551,67.35,168914,7,11824,2,,Q1,3,6,2017,bw3,5 day prior Valentine
2/9/2017,Channel D,22589,2779,0.123024481,69.29,192557,13,25032,2,,Q1,3,6,2017,bw3,5 day prior Valentine
2/10/2017,Channel A,17683,3006,0.169993779,65.88,198035,6,11882,2,,Q1,4,6,2017,bw3,4 day prior Valentine
2/10/2017,Channel B,14073,1706,0.121225041,66.62,113654,17,19321,2,,Q1,4,6,2017,bw3,4 day prior Valentine
2/10/2017,Channel C,28694,3718,0.129574127,63.97,237840,11,26162,2,,Q1,4,6,2017,bw3,4 day prior Valentine
2/10/2017,Channel D,25280,3649,0.144343354,66.34,242075,14,33890,2,,Q1,4,6,2017,bw3,4 day prior Valentine
2/11/2017,Channel D,17779,2235,0.125710107,68.64,153410,19,29148,2,,Q1,5,6,2017,bw3,3 day prior Valentine
2/11/2017,Channel C,21608,2600,0.120325805,63.97,166322,7,11643,2,,Q1,5,6,2017,bw3,3 day prior Valentine
2/11/2017,Channel B,6535,811,0.124100995,66.74,54126,18,9743,2,,Q1,5,6,2017,bw3,3 day prior Valentine
2/11/2017,Channel A,11926,2126,0.178265974,64.6,137340,9,12361,2,,Q1,5,6,2017,bw3,3 day prior Valentine
2/12/2017,Channel D,23920,3282,0.137207358,69.5,228099,15,34215,2,,Q1,6,6,2017,bw3,2 day prior Valentine
2/12/2017,Channel C,29584,4044,0.136695511,64.67,261525,8,20922,2,,Q1,6,6,2017,bw3,2 day prior Valentine
2/12/2017,Channel B,6358,953,0.149889902,66,62898,18,11322,2,,Q1,6,6,2017,bw3,2 day prior Valentine
2/12/2017,Channel A,13825,2803,0.202748644,65.88,184662,8,14773,2,,Q1,6,6,2017,bw3,2 day prior Valentine
2/13/2017,Channel D,61776,9804,0.158702409,74.7,732359,17,124501,2,,Q1,0,7,2017,bw4,1 day prior Valentine
2/13/2017,Channel C,42595,6627,0.155581641,69.34,459516,10,45952,2,,Q1,0,7,2017,bw4,1 day prior Valentine
2/13/2017,Channel B,10799,1524,0.141124178,71.39,108798,17,18496,2,,Q1,0,7,2017,bw4,1 day prior Valentine
2/13/2017,Channel A,29697,6094,0.205205913,71.69,436879,6,26213,2,,Q1,0,7,2017,bw4,1 day prior Valentine
2/14/2017,Channel A,17533,1747,0.099640678,70.93,123915,5,6196,2,,Q1,1,7,2017,bw4,0 day prior Valentine
2/14/2017,Channel C,21336,978,0.04583802,76.47,74788,9,6731,2,,Q1,1,7,2017,bw4,0 day prior Valentine
2/14/2017,Channel B,6574,371,0.056434439,75.43,27985,16,4478,2,,Q1,1,7,2017,bw4,0 day prior Valentine
2/14/2017,Channel D,66501,2735,0.041127201,76.89,210294,20,42059,2,,Q1,1,7,2017,bw4,0 day prior Valentine
